Series Name,Series Code,Country Name,Country Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Government Effectiveness: Estimate,GE.EST,Finland,FIN,2.18062210083008,2.02504563331604,1.84316194057465,1.84161901473999,1.9772777557373,2.01387786865234,1.97280502319336,1.90100395679474,1.91831088066101,1.75458240509033,1.73860657215118
Government Effectiveness: Estimate,GE.EST,France,FRA,1.48205244541168,1.41287088394165,1.41732227802277,1.38062357902527,1.30890679359436,1.41971850395203,1.33822000026703,1.2042510509491,1.22854030132294,1.16521215438843,1.14462625980377
Government Effectiveness: Estimate,GE.EST,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..
Government Effectiveness: Estimate,GE.EST,Gabon,GAB,-0.868893802165985,-0.606707334518433,-0.759362697601318,-0.832691252231598,-1.0042712688446,-0.826597571372986,-0.957504510879517,-0.991475403308868,-0.816382169723511,-0.685424149036407,-0.779809296131134
Government Effectiveness: Estimate,GE.EST,"Gambia, The",GMB,-0.74015212059021,-0.719993352890015,-0.990610837936401,-0.937365174293518,-0.745089054107666,-0.75137335062027,-0.765238344669342,-0.786214232444763,-0.676103711128235,-0.653572559356689,-0.590593457221985
Government Effectiveness: Estimate,GE.EST,Georgia,GEO,0.606947124004364,0.424183517694473,0.263111501932144,0.420896291732788,0.481504321098328,0.518133521080017,0.766199469566345,0.716738402843475,0.616529405117035,0.650143086910248,0.791285872459412
Government Effectiveness: Estimate,GE.EST,Germany,DEU,1.51041460037231,1.6648246049881,1.65639758110046,1.66018795967102,1.61311173439026,1.52356374263763,1.49534583091736,1.31368815898895,1.28911292552948,1.28929960727692,1.18541669845581
Government Effectiveness: Estimate,GE.EST,Ghana,GHA,-0.134414941072464,-0.307953178882599,-0.319785863161087,-0.254053384065628,-0.187149077653885,-0.319947093725204,-0.289961248636246,-0.196979343891144,-0.176513522863388,-0.106421269476414,-0.092661589384079
Government Effectiveness: Estimate,GE.EST,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..
Government Effectiveness: Estimate,GE.EST,Greece,GRC,0.357173413038254,0.298027336597443,0.145935848355293,0.124417319893837,0.239155456423759,0.25846466422081,0.314295798540115,0.402936995029449,0.406026542186737,0.446967661380768,0.148003026843071
Government Effectiveness: Estimate,GE.EST,Greenland,GRL,0.938511729240417,0.916182518005371,0.842609763145447,0.814577758312225,0.81028825044632,0.808081805706024,0.786860942840576,0.766512632369995,0.747944891452789,0.756547510623932,0.763896942138672
Government Effectiveness: Estimate,GE.EST,Grenada,GRD,0.276314854621887,-0.0554382465779781,-0.150991275906563,-0.119182765483856,-0.144570037722588,-0.196969509124756,-0.108559049665928,0.00246741506271064,0.0204359367489815,0.0385159365832806,-0.0060560517013073
Government Effectiveness: Estimate,GE.EST,Guam,GUM,-0.0360973589122295,0.438561886548996,0.442817568778992,0.217992216348648,0.237182199954987,0.222566723823547,0.217587843537331,0.63264924287796,0.638740062713623,0.66762912273407,0.654167771339417
Government Effectiveness: Estimate,GE.EST,Guatemala,GTM,-0.727540254592896,-0.762856304645538,-0.769879937171936,-0.654102444648743,-0.692473888397217,-0.717763662338257,-0.726514339447021,-0.713372230529785,-0.782863199710846,-0.907798588275909,-0.897167265415192
Government Effectiveness: Estimate,GE.EST,Guinea,GIN,-1.17050647735596,-1.23807573318481,-1.18544518947601,-1.0659271478653,-1.08549392223358,-1.02549612522125,-0.855751395225525,-0.96909773349762,-0.952450454235077,-0.914215862751007,-0.907938599586487
Government Effectiveness: Estimate,GE.EST,Guinea-Bissau,GNB,-1.45703411102295,-1.64483594894409,-1.65444445610046,-1.70729947090149,-1.80647552013397,-1.52193677425385,-1.56018555164337,-1.4656149148941,-1.44829535484314,-1.4869327545166,-1.43258428573608
Government Effectiveness: Estimate,GE.EST,Guyana,GUY,-0.102227434515953,-0.221426650881767,-0.330193787813187,-0.283567517995834,-0.281807273626328,-0.25484773516655,-0.395576238632202,-0.446742802858353,-0.261401027441025,-0.266314893960953,-0.294486999511719
Government Effectiveness: Estimate,GE.EST,Haiti,HTI,-1.59057712554932,-2.08582854270935,-2.10139346122742,-2.17236351966858,-2.12821841239929,-1.96603763103485,-2.06711339950562,-2.11331915855408,-2.22115731239319,-2.22816133499146,-2.22533392906189
Government Effectiveness: Estimate,GE.EST,Honduras,HND,-0.724005818367004,-0.812356412410736,-0.859404504299164,-0.763441383838654,-0.530908048152924,-0.618258476257324,-0.619122743606567,-0.645809412002563,-0.819059908390045,-0.86729633808136,-0.795222759246826
Government Effectiveness: Estimate,GE.EST,"Hong Kong SAR, China",HKG,1.73794031143188,1.82591092586517,1.87794923782349,1.80385911464691,1.86339437961578,1.86079668998718,1.70702481269836,1.61836564540863,1.48761248588562,1.58966255187988,1.55483567714691
Government Effectiveness: Estimate,GE.EST,Hungary,HUN,0.678418397903442,0.582895636558533,0.509736955165863,0.457127034664154,0.481280267238617,0.443152636289597,0.450478911399841,0.538535594940186,0.596821069717407,0.533869922161102,0.372758895158768
Government Effectiveness: Estimate,GE.EST,Iceland,ISL,1.48298573493958,1.48536741733551,1.46093690395355,1.34993553161621,1.41358423233032,1.42581415176392,1.48203492164612,1.47592997550964,1.59388387203217,1.5629870891571,1.55512094497681
Government Effectiveness: Estimate,GE.EST,India,IND,-0.157355144619942,-0.222846582531929,0.0800815001130104,0.0613894164562225,0.0410966314375401,0.262917786836624,0.130771830677986,0.374532461166382,0.249238416552544,0.369541674852371,0.47511014342308
Government Effectiveness: Estimate,GE.EST,Indonesia,IDN,-0.244262352585793,-0.0666907653212547,-0.325818121433258,-0.0507822521030903,-0.0197342690080404,0.141379877924919,0.138700008392334,0.31706503033638,0.346443444490433,0.436147511005402,0.58032637834549
Government Effectiveness: Estimate,GE.EST,"Iran, Islamic Rep.",IRN,-0.690026342868805,-0.438457310199738,-0.253069669008255,-0.237505525350571,-0.241994991898537,-0.47861048579216,-0.599589228630066,-1.01759469509125,-0.887051045894623,-0.882911622524261,-1.02239692211151
Government Effectiveness: Estimate,GE.EST,Iraq,IRQ,-1.04929423332214,-1.05569767951965,-1.2022225856781,-1.23010790348053,-1.22211647033691,-1.26693630218506,-1.31078171730042,-1.30339181423187,-1.32009863853455,-1.30276036262512,-1.38960635662079
Government Effectiveness: Estimate,GE.EST,Ireland,IRL,1.50404286384583,1.59883308410645,1.52084052562714,1.32955777645111,1.26728880405426,1.37824308872223,1.2575615644455,1.43524384498596,1.46342539787292,1.5485702753067,1.59114551544189
Government Effectiveness: Estimate,GE.EST,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..
Government Effectiveness: Estimate,GE.EST,Israel,ISR,1.24306440353394,1.20617961883545,1.35655665397644,1.30955588817596,1.34878790378571,1.16925418376923,1.28858661651611,1.0519632101059,1.25080215930939,1.23610758781433,1.1453697681427
Government Effectiveness: Estimate,GE.EST,Italy,ITA,0.532426714897156,0.472872227430344,0.49019667506218,0.544244647026062,0.491924196481705,0.408853262662888,0.450929790735245,0.360754579305649,0.325260877609253,0.448645293712616,0.611036896705627
Government Effectiveness: Estimate,GE.EST,Jamaica,JAM,0.0747434422373772,0.202608481049538,0.294699430465698,0.473698228597641,0.552664339542389,0.595467865467072,0.588935792446136,0.528545618057251,0.376744121313095,0.603865921497345,0.407290458679199
Government Effectiveness: Estimate,GE.EST,Japan,JPN,1.61050939559937,1.80541300773621,1.75316548347473,1.78482556343079,1.57989025115967,1.63458871841431,1.55003654956818,1.5473005771637,1.36116814613342,1.61941540241241,1.63126504421234
Government Effectiveness: Estimate,GE.EST,Jordan,JOR,-0.00805195607244968,0.134615451097488,0.10739266872406,0.11637906730175,0.0676038041710854,0.0952311158180237,0.0748296007514,0.0949626415967941,0.194549679756165,0.1941107660532,0.386213511228561
Government Effectiveness: Estimate,GE.EST,Kazakhstan,KAZ,-0.620734989643097,-0.0820106193423271,-0.146881282329559,-0.142129123210907,-0.065825566649437,-0.0420836359262466,0.068847119808197,0.105691097676754,0.0297293178737164,0.142756044864655,0.146814674139023
Government Effectiveness: Estimate,GE.EST,Kenya,KEN,-0.477865993976593,-0.358901530504227,-0.393976986408234,-0.402430564165115,-0.390356600284576,-0.493653178215027,-0.441659152507782,-0.399473369121552,-0.325909495353699,-0.329533219337463,-0.303605198860168
Government Effectiveness: Estimate,GE.EST,Kiribati,KIR,-0.768480479717255,-0.562647342681885,-0.378224104642868,-0.299970179796219,-0.0719000995159149,-0.0642903819680214,-0.0521556660532951,0.134626626968384,0.0940034687519073,0.166980341076851,-0.096573106944561
Government Effectiveness: Estimate,GE.EST,"Korea, Dem. People's Rep.",PRK,-1.89813280105591,-1.64396381378174,-1.67070078849792,-1.66307282447815,-1.70363104343414,-1.60623157024384,-1.43449056148529,-1.49029505252838,-1.58499252796173,-1.46377837657928,-1.48409974575043
Government Effectiveness: Estimate,GE.EST,"Korea, Rep.",KOR,1.0034042596817,1.03528797626495,0.977552056312561,1.02125263214111,1.02912318706512,1.1352561712265,1.33254516124725,1.3701868057251,1.36565375328064,1.34904730319977,1.40480732917786
Government Effectiveness: Estimate,GE.EST,Kosovo,XKX,-0.35639289021492,-0.289582133293152,-0.424545168876648,-0.438443809747696,-0.41838464140892,-0.444443076848984,-0.370202392339706,-0.332898199558258,-0.257032990455627,-0.194915696978569,-0.0800606161355972
Government Effectiveness: Estimate,GE.EST,Kuwait,KWT,-0.0887207984924316,-0.162443950772285,-0.0792806819081306,-0.204460740089417,-0.215939998626709,-0.121419370174408,-0.017414465546608,-0.195234432816505,-0.073397770524025,0.1114886328578,0.0075402706861496
Government Effectiveness: Estimate,GE.EST,Kyrgyz Republic,KGZ,-0.649990081787109,-0.871007263660431,-0.978849112987518,-0.965182244777679,-0.75117963552475,-0.646288573741913,-0.731618404388428,-0.576322257518768,-0.776387393474579,-0.890511035919189,-0.890727877616882
Government Effectiveness: Estimate,GE.EST,Lao PDR,LAO,-0.735925436019897,-0.416736543178558,-0.554749190807343,-0.432250291109085,-0.416755855083466,-0.723394215106964,-0.816677272319794,-0.739336550235748,-0.616476833820343,-0.597129583358765,-0.6432785987854
Government Effectiveness: Estimate,GE.EST,Latvia,LVA,0.87935084104538,0.950847923755646,1.05340993404388,0.965538024902344,0.865553975105286,1.00028502941132,1.06574690341949,0.838092744350433,0.832942485809326,0.69153767824173,0.696560978889465
Government Effectiveness: Estimate,GE.EST,Lebanon,LBN,-0.307863891124725,-0.256652057170868,-0.40157213807106,-0.483212560415268,-0.460771948099136,-0.67380428314209,-0.809089601039886,-1.20542764663696,-1.31225943565369,-1.45929002761841,-1.58038187026978
Government Effectiveness: Estimate,GE.EST,Lesotho,LSO,-0.457246333360672,-0.595968306064606,-0.757916867733002,-0.878702759742737,-0.924170434474945,-0.922583103179932,-0.902533769607544,-0.978631913661957,-0.947156667709351,-0.887993335723877,-0.953606307506561
Government Effectiveness: Estimate,GE.EST,Liberia,LBR,-1.3646342754364,-1.3380823135376,-1.37358951568604,-1.31663775444031,-1.36426866054535,-1.32320761680603,-1.39497494697571,-1.45912337303162,-1.40994322299957,-1.43107986450195,-1.35536432266235
Government Effectiveness: Estimate,GE.EST,Libya,LBY,-1.31830942630768,-1.51847803592682,-1.49434292316437,-1.75351476669312,-1.60553634166718,-1.68525779247284,-1.77421140670776,-1.85938096046448,-1.74811494350433,-1.75577163696289,-1.63588905334473
Government Effectiveness: Estimate,GE.EST,Liechtenstein,LIE,1.74691927433014,1.69893741607666,1.65257394313812,1.66266179084778,1.71803462505341,1.68894004821777,1.65031254291534,1.76157629489899,1.4647536277771,1.48778104782104,1.62781953811646
Government Effectiveness: Estimate,GE.EST,Lithuania,LTU,0.8258997797966,0.977036237716675,1.15046727657318,1.03285944461823,0.929402828216553,1.0314474105835,1.00766611099243,1.0149097442627,1.01744949817657,0.993961572647095,1.05012118816376
Government Effectiveness: Estimate,GE.EST,Luxembourg,LUX,1.62242209911346,1.64794015884399,1.69270300865173,1.65589165687561,1.64544296264648,1.73641335964203,1.69548451900482,1.79238891601562,1.67725694179535,1.77222788333893,1.91421329975128
Government Effectiveness: Estimate,GE.EST,"Macao SAR, China",MAC,1.05867087841034,1.46286869049072,1.41346395015717,1.14072906970978,1.33569025993347,1.1579931974411,1.12508857250214,1.07495975494385,1.08387625217438,1.10521340370178,1.08997046947479
Government Effectiveness: Estimate,GE.EST,Madagascar,MDG,-1.14748251438141,-1.32273769378662,-1.33208250999451,-1.22864735126495,-1.19451534748077,-1.21214354038239,-1.19339692592621,-1.05303573608398,-1.02791666984558,-0.972033023834229,-1.02277612686157
Government Effectiveness: Estimate,GE.EST,Malawi,MWI,-0.509584069252014,-0.657211363315582,-0.738582670688629,-0.795695960521698,-0.725338280200958,-0.801393151283264,-0.798645079135895,-0.818265616893768,-0.79249095916748,-0.853226065635681,-0.859506547451019
Government Effectiveness: Estimate,GE.EST,Malaysia,MYS,0.993431925773621,1.14593541622162,0.91708517074585,0.817718744277954,0.77773243188858,1.05388987064362,0.967774987220764,1.02225887775421,0.952433526515961,0.992667615413666,0.875369668006897
Government Effectiveness: Estimate,GE.EST,Maldives,MDV,-0.236842095851898,-0.230356603860855,-0.23004537820816,-0.17816124856472,-0.39471846818924,-0.475938469171524,-0.17583654820919,-0.091672420501709,0.438512802124023,-0.107565149664879,-0.127973482012749
Government Effectiveness: Estimate,GE.EST,Mali,MLI,-0.899786651134491,-1.08551561832428,-0.960362553596497,-1.02762377262115,-0.964268267154694,-1.02613079547882,-1.09918296337128,-1.18640530109406,-1.2514636516571,-1.1489531993866,-1.13859808444977
Government Effectiveness: Estimate,GE.EST,Malta,MLT,1.25139141082764,1.02343165874481,0.81887686252594,0.920882403850555,0.968723773956299,0.930900931358337,0.824169158935547,0.99406486749649,0.853116869926453,0.804084479808807,0.397335052490234
Government Effectiveness: Estimate,GE.EST,Marshall Islands,MHL,-1.69965600967407,-1.78862881660461,-0.319557219743729,-0.197998747229576,-0.178460642695427,-0.183238625526428,-0.16708867251873,0.113665513694286,0.0221629124134779,0.226975664496422,0.069975346326828
Government Effectiveness: Estimate,GE.EST,Mauritania,MRT,-0.994336724281311,-0.991944909095764,-1.06793129444122,-0.85434877872467,-0.803241431713104,-0.825453996658325,-0.60952889919281,-0.839177846908569,-0.776139318943024,-0.725075662136078,-0.763598620891571
Government Effectiveness: Estimate,GE.EST,Mauritius,MUS,0.916566729545593,1.15004467964172,1.12657856941223,1.01903390884399,0.959638118743896,0.894885838031769,0.862357020378113,0.853226721286774,0.813867688179016,0.766172587871552,0.710137605667114
Government Effectiveness: Estimate,GE.EST,Mexico,MEX,0.302350997924805,0.133970901370049,0.117517560720444,0.0276105776429176,-0.0653025507926941,-0.292850613594055,-0.306684851646423,-0.27033868432045,-0.3435437977314,-0.281723529100418,-0.198361441493034
Government Effectiveness: Estimate,GE.EST,"Micronesia, Fed. Sts.",FSM,-0.562601625919342,-0.507697582244873,-0.155896082520485,-0.0447295308113098,0.397115677595139,0.163907796144485,0.0968344137072563,0.357185035943985,0.304561197757721,0.379875272512436,0.232347309589386
Government Effectiveness: Estimate,GE.EST,Moldova,MDA,-0.407670170068741,-0.419933348894119,-0.721139073371887,-0.693787217140198,-0.577288508415222,-0.505967557430267,-0.441430509090424,-0.533600270748138,-0.437800526618958,-0.307596892118454,-0.164951995015144
Government Effectiveness: Estimate,GE.EST,Monaco,MCO,..,..,1.74073541164398,1.80540561676025,1.87694644927979,1.87921941280365,1.85192060470581,2.02838921546936,2.02647495269775,2.04701542854309,2.02295255661011
Government Effectiveness: Estimate,GE.EST,Mongolia,MNG,-0.539035797119141,-0.426087707281113,-0.448192268610001,-0.0960112661123276,-0.278352558612823,-0.246418356895447,-0.234439387917519,-0.419692069292068,-0.515481352806091,-0.424924910068512,-0.47153577208519
Government Effectiveness: Estimate,GE.EST,Montenegro,MNE,0.153825387358665,0.293321192264557,0.166538342833519,0.135110005736351,0.17134128510952,0.0904116332530975,0.106434404850006,-0.106665946543217,-0.0304788909852505,-0.0274766758084297,0.247063115239143
Government Effectiveness: Estimate,GE.EST,Morocco,MAR,-0.0853616520762444,-0.136379525065422,-0.148065835237503,-0.193648084998131,-0.305200457572937,-0.349403738975525,-0.251563876867294,-0.186065658926964,-0.170099332928658,-0.0818562060594559,-0.0359151102602482
Government Effectiveness: Estimate,GE.EST,Mozambique,MOZ,-0.635945856571198,-0.744966745376587,-0.828703820705414,-0.946212470531464,-0.95696634054184,-0.960869610309601,-0.909160733222961,-0.810174465179443,-0.802774250507355,-0.73704868555069,-0.716628909111023
Government Effectiveness: Estimate,GE.EST,Myanmar,MMR,-1.5093686580658,-1.29918825626373,-1.29010629653931,-1.0119286775589,-1.08614337444305,-1.09144246578217,-1.18584144115448,-1.01606965065002,-1.41513621807098,-1.68502449989319,-1.75280201435089
Government Effectiveness: Estimate,GE.EST,Namibia,NAM,0.27147501707077,0.223119407892227,0.295513331890106,0.193662866950035,0.224054872989655,0.113764956593513,0.100181855261326,0.0523620396852493,0.0391007177531719,0.0692832469940186,0.0308966562151909
Government Effectiveness: Estimate,GE.EST,Nauru,NRU,-0.567665874958038,-0.561557948589325,-0.121557876467705,-0.0838949382305145,-0.0475639961659908,0.272563546895981,-0.00477569410577416,0.142491281032562,0.0907308235764503,0.19847996532917,-0.0678080692887306
Government Effectiveness: Estimate,GE.EST,Nepal,NPL,-0.933889985084534,-0.863811731338501,-1.1360867023468,-0.893620848655701,-0.941260457038879,-0.954740226268768,-1.09231221675873,-0.985120117664337,-0.929678738117218,-0.918098270893097,-0.807803750038147
Government Effectiveness: Estimate,GE.EST,Netherlands,NLD,1.80873382091522,1.83546948432922,1.82862544059753,1.82028615474701,1.81402194499969,1.80973696708679,1.76715266704559,1.8052179813385,1.72513651847839,1.57889866828918,1.62553191184998
Government Effectiveness: Estimate,GE.EST,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..
Government Effectiveness: Estimate,GE.EST,New Zealand,NZL,1.7499874830246,1.92498862743378,1.85281825065613,1.8059014081955,1.72795903682709,1.62871909141541,1.63243579864502,1.53874325752258,1.30568933486938,1.34026157855988,1.5299768447876
Government Effectiveness: Estimate,GE.EST,Nicaragua,NIC,-0.813365757465363,-0.837822556495667,-0.862327516078949,-0.737571179866791,-0.668117821216583,-0.812322795391083,-0.777325749397278,-0.679674625396729,-0.884827673435211,-1.03687942028046,-1.08494555950165
Government Effectiveness: Estimate,GE.EST,Niger,NER,-0.732346594333649,-0.713478982448578,-0.722630620002747,-0.694123387336731,-0.754679381847382,-0.827707409858704,-0.840266227722168,-0.660878658294678,-0.643977403640747,-0.627598226070404,-0.640915930271149
Government Effectiveness: Estimate,GE.EST,Nigeria,NGA,-0.998286724090576,-1.18984341621399,-0.99655681848526,-1.12036550045013,-1.04120397567749,-1.11820352077484,-1.21315038204193,-1.14378702640533,-1.02695763111115,-1.04151690006256,-0.847906708717346
Government Effectiveness: Estimate,GE.EST,North Macedonia,MKD,-0.168528482317924,0.0154965808615088,-0.0302746333181858,-0.0337916128337383,-0.0176615100353956,0.055729191750288,-0.124041438102722,0.0282578598707914,-0.121813729405403,-0.0813848301768303,-0.0513173453509808
Government Effectiveness: Estimate,GE.EST,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..
Government Effectiveness: Estimate,GE.EST,Norway,NOR,1.87676703929901,1.82170379161835,1.8330682516098,1.83236646652222,1.94444799423218,1.84514558315277,1.82773196697235,1.88777232170105,1.79539930820465,1.94172024726868,1.79993534088135
Government Effectiveness: Estimate,GE.EST,Oman,OMN,0.194238632917404,0.247935682535172,0.0351864174008369,0.138545840978622,0.134335204958916,0.126805379986763,0.206361129879951,0.104503601789474,-0.155151039361954,0.0215067788958549,0.274613231420517
Government Effectiveness: Estimate,GE.EST,Pakistan,PAK,-0.798744976520538,-0.762600779533386,-0.709552943706512,-0.700057625770569,-0.634695649147034,-0.666645467281342,-0.718214333057404,-0.571128666400909,-0.438822388648987,-0.624728679656982,-0.577790379524231
Government Effectiveness: Estimate,GE.EST,Palau,PLW,-0.567665874958038,-0.561557948589325,0.133288472890854,0.1981370896101,0.23161269724369,0.232968762516975,0.227895617485046,0.385807752609253,0.365926623344421,0.449695825576782,0.442303985357285
Government Effectiveness: Estimate,GE.EST,Panama,PAN,0.318168878555298,0.27743074297905,0.277811020612717,0.153621435165405,0.0281319748610258,0.0126809943467379,0.0998710468411446,0.164647355675697,0.123601131141186,-0.128100603818893,-0.209720730781555
Government Effectiveness: Estimate,GE.EST,Papua New Guinea,PNG,-0.660329818725586,-0.614248216152191,-0.602256059646606,-0.73513251543045,-0.664056897163391,-0.656073272228241,-0.793053507804871,-0.830172777175903,-0.889846384525299,-0.810510694980621,-0.802389979362488
Government Effectiveness: Estimate,GE.EST,Paraguay,PRY,-0.87956178188324,-0.938229501247406,-0.998762786388397,-0.821805059909821,-0.841798901557922,-0.604888737201691,-0.576773107051849,-0.565207660198212,-0.655920207500458,-0.614015102386475,-0.462065368890762
Government Effectiveness: Estimate,GE.EST,Peru,PER,-0.151038065552711,-0.326710402965546,-0.367453664541245,-0.256282150745392,-0.204775094985962,-0.323809534311295,-0.125898167490959,-0.294280052185059,-0.295280516147614,-0.39837571978569,-0.491872787475586
Government Effectiveness: Estimate,GE.EST,Philippines,PHL,0.205928966403008,0.31771445274353,0.160157755017281,0.0184973310679197,-0.0349111147224903,0.062349122017622,0.059953011572361,0.0678123831748962,0.0347901321947575,0.063930444419384,0.154091909527779
Government Effectiveness: Estimate,GE.EST,Poland,POL,0.659244894981384,0.768983721733093,0.74108874797821,0.651506066322327,0.550776779651642,0.546892523765564,0.512824833393097,0.324195116758347,0.254306375980377,0.258881956338882,0.421437799930573
Government Effectiveness: Estimate,GE.EST,Portugal,PRT,1.19421780109406,0.983170330524445,1.15793454647064,1.14832854270935,1.2940491437912,1.18115174770355,1.13418579101562,0.979601144790649,0.952431321144104,1.00113356113434,0.987550020217896
Government Effectiveness: Estimate,GE.EST,Puerto Rico (US),PRI,0.356059998273849,0.360127776861191,0.323779463768005,0.355337202548981,-0.133816838264465,-0.193061426281929,-0.200148731470108,-0.298273265361786,-0.301792591810226,-0.482422739267349,-0.389062345027924
Government Effectiveness: Estimate,GE.EST,Qatar,QAT,1.06640684604645,0.957515239715576,0.941626787185669,0.723663330078125,0.728521347045898,0.630391478538513,0.707392990589142,0.867067635059357,1.07608556747437,1.13661742210388,1.19741261005402
Government Effectiveness: Estimate,GE.EST,Romania,ROU,0.134710595011711,0.224672213196754,0.0987904593348503,-0.0682618692517281,-0.0847913026809692,-0.177138328552246,-0.215103924274445,-0.286944448947906,-0.163359016180038,-0.000462350901216269,-0.0926659479737282
Government Effectiveness: Estimate,GE.EST,Russian Federation,RUS,-0.452954411506653,-0.195760622620583,-0.332078844308853,-0.324105769395828,-0.191041514277458,-0.103785149753094,0.0241736769676208,-0.111088737845421,-0.210440874099731,-0.696263790130615,-0.712461888790131
Government Effectiveness: Estimate,GE.EST,Rwanda,RWA,-0.02711396291852,-0.0527384430170059,-0.146698489785194,0.0133427688851953,0.178521797060966,0.079555556178093,0.0928625389933586,0.273775279521942,0.22728443145752,0.232074052095413,0.388362646102905
Government Effectiveness: Estimate,GE.EST,Samoa,WSM,0.0682420209050179,0.58977735042572,0.669569194316864,0.689992189407349,0.702948272228241,0.623192131519318,0.437268048524857,0.545318901538849,0.380134701728821,0.307863622903824,0.492577105760574
Government Effectiveness: Estimate,GE.EST,San Marino,SMR,..,..,1.48115181922913,1.54083681106567,1.60365259647369,1.6031106710434,1.57953178882599,1.7492413520813,1.74892807006836,1.77113807201385,1.20168173313141
Government Effectiveness: Estimate,GE.EST,Sao Tome and Principe,STP,-0.764681696891785,-0.869527339935303,-0.850413978099823,-0.777475357055664,-0.846105694770813,-0.784067690372467,-0.754401445388794,-0.714003324508667,-0.761227190494537,-0.8350989818573,-0.90243524312973
Government Effectiveness: Estimate,GE.EST,Saudi Arabia,SAU,0.057302076369524,0.192474737763405,0.154987290501595,0.214122653007507,0.210743635892868,0.273804366588593,0.261275202035904,0.113618113100529,0.464676141738892,0.582258403301239,0.796441078186035
Government Effectiveness: Estimate,GE.EST,Senegal,SEN,-0.425884455442429,-0.404590606689453,-0.48336198925972,-0.502697646617889,-0.365319281816483,-0.329456508159637,-0.13431353867054,-0.059842012822628,0.0246377754956484,0.0397833846509457,0.0696751922369003
Government Effectiveness: Estimate,GE.EST,Serbia,SRB,-0.179090812802315,0.00162539177108556,-0.00261274841614068,-0.0386092476546764,0.0732555314898491,0.0744296610355377,-0.0167613662779331,-0.0429243594408035,0.01235440839082,0.0651759877800941,0.00763431889936328
Government Effectiveness: Estimate,GE.EST,Seychelles,SYC,0.550187826156616,0.510952055454254,0.554563462734222,0.521263897418976,0.496195554733276,0.633227169513702,0.62241393327713,0.678993999958038,0.899884402751923,0.661873877048492,0.624744176864624
Government Effectiveness: Estimate,GE.EST,Sierra Leone,SLE,-1.2193740606308,-1.2485363483429,-1.28399503231049,-1.22547876834869,-1.22013700008392,-1.19115614891052,-1.17441010475159,-1.06328344345093,-1.15254700183868,-1.17013084888458,-1.1555837392807
Government Effectiveness: Estimate,GE.EST,Singapore,SGP,2.12806558609009,2.21747350692749,2.248699426651,2.21462416648865,2.22598195075989,2.23176574707031,2.2316722869873,2.28420281410217,2.24803853034973,2.14423561096191,2.31747198104858
Government Effectiveness: Estimate,GE.EST,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..
Government Effectiveness: Estimate,GE.EST,Slovak Republic,SVK,0.725380659103394,0.793422877788544,0.736977159976959,0.793482840061188,0.666439116001129,0.581321477890015,0.54965877532959,0.502145826816559,0.490655839443207,0.378134667873383,0.229512304067612
Government Effectiveness: Estimate,GE.EST,Slovenia,SVN,1.00098669528961,0.996188342571259,0.936799585819244,1.08712339401245,1.12923729419708,1.08223867416382,1.04178440570831,1.121173620224,1.13730704784393,1.06853556632996,1.03929400444031
Government Effectiveness: Estimate,GE.EST,Solomon Islands,SLB,-0.830600559711456,-1.12043535709381,-0.993977129459381,-0.92722624540329,-0.932957649230957,-0.901527941226959,-0.88233882188797,-0.696980476379395,-0.838085055351257,-0.67954033613205,-0.733603537082672
Government Effectiveness: Estimate,GE.EST,"Somalia, Fed. Rep.",SOM,-2.19602870941162,-2.44022870063782,-2.21740865707397,-2.20634460449219,-2.28424668312073,-2.21180272102356,-2.28095054626465,-2.13161373138428,-2.08552193641663,-2.02740406990051,-1.98020255565643
Government Effectiveness: Estimate,GE.EST,South Africa,ZAF,0.30602103471756,0.165043815970421,0.0873290970921516,0.101402580738068,0.0707959234714508,0.103647440671921,0.127971157431602,0.0465345233678818,-0.0701303705573082,-0.109027646481991,-0.256946682929993
Government Effectiveness: Estimate,GE.EST,South Sudan,SSD,-1.68036615848541,-2.09463095664978,-2.14958095550537,-2.33689188957214,-2.44022130966187,-2.32056307792664,-2.38366508483887,-2.31632089614868,-2.39669799804688,-2.39076352119446,-2.32788825035095
Government Effectiveness: Estimate,GE.EST,Spain,ESP,1.16768598556519,1.1732976436615,1.15725028514862,1.0948657989502,1.00125849246979,0.969246029853821,0.968808770179749,0.853928565979004,0.907896876335144,0.920230388641357,0.752065539360046
Government Effectiveness: Estimate,GE.EST,Sri Lanka,LKA,-0.166648373007774,0.0687629878520966,-0.00596386613324285,-0.0275178775191307,-0.174112945795059,-0.25662025809288,-0.12496567517519,-0.079082652926445,-0.115272410213947,-0.391961753368378,-0.25227889418602
